test,approach,tfft,totaltime,comp
30-0.02-4c,4c-500f,0.07,17.28,462
30-0.02-4c,4c-500f,0.12,16.79,462
30-0.02-4c,4c-500f,0.13,17.33,462
30-0.02-4c,4c-500f,0.16,17.31,462
30-0.02-4c,4c-500f,0.10,17.50,462
30-0.02-4c,4c-500f,0.07,18.01,462
30-0.02-4c,4c-500f,0.08,17.16,462
30-0.02-4c,4c-500f,0.07,17.70,462
30-0.02-4c,4c-500f,0.11,17.74,462
30-0.02-4c,4c-500f,0.08,18.04,462
