test,approach,tfft,totaltime,comp
30-0.02-16c,16c-2000f,0.09,16.59,462
30-0.02-16c,16c-2000f,0.10,16.94,462
30-0.02-16c,16c-2000f,0.13,16.64,462
30-0.02-16c,16c-2000f,0.12,16.86,462
30-0.02-16c,16c-2000f,0.10,16.48,462
30-0.02-16c,16c-2000f,0.12,16.91,462
30-0.02-16c,16c-2000f,0.10,16.81,462
30-0.02-16c,16c-2000f,0.11,16.78,462
30-0.02-16c,16c-2000f,0.09,16.83,462
30-0.02-16c,16c-2000f,0.12,16.57,462
