test,approach,tfft,totaltime,comp
30-0.02-8c,8c-1000f,0.06,16.31,462
30-0.02-8c,8c-1000f,0.07,17.38,462
30-0.02-8c,8c-1000f,0.06,16.91,462
30-0.02-8c,8c-1000f,0.07,16.68,462
30-0.02-8c,8c-1000f,0.07,16.58,462
30-0.02-8c,8c-1000f,0.09,16.69,462
30-0.02-8c,8c-1000f,0.06,16.55,462
30-0.02-8c,8c-1000f,0.06,17.35,462
30-0.02-8c,8c-1000f,0.06,17.29,462
30-0.02-8c,8c-1000f,0.07,17.54,462
