test,approach,tfft,totaltime,comp
30-0.02-1c,1c-1f,0.1,197.46,462
30-0.02-1c,1c-2f,0.08,112.49,462
30-0.02-1c,1c-4f,0.12,51.07,462
30-0.02-1c,1c-8f,0.18,27.04,462
30-0.02-1c,1c-16f,0.19,20.31,462
