test,approach,tfft,totaltime,comp
30-0.02-2c,2c-1f,0.19,209.63,462
30-0.02-2c,2c-1f,0.10,207.86,462
30-0.02-2c,2c-1f,0.10,205.88,462
30-0.02-2c,2c-1f,0.09,203.50,462
30-0.02-2c,2c-1f,0.08,211.66,462
30-0.02-2c,2c-1f,0.08,210.60,462
30-0.02-2c,2c-1f,0.11,207.13,462
30-0.02-2c,2c-1f,0.09,206.05,462
30-0.02-2c,2c-1f,0.07,206.40,462
30-0.02-2c,2c-1f,0.08,204.64,462
