test,approach,tfft,totaltime,comp
30-0.02-16c,16c-500f,0.04,16.85,462
30-0.02-16c,16c-500f,0.04,16.87,462
30-0.02-16c,16c-500f,0.04,16.23,462
30-0.02-16c,16c-500f,0.03,16.38,462
30-0.02-16c,16c-500f,0.03,16.27,462
30-0.02-16c,16c-500f,0.03,16.54,462
30-0.02-16c,16c-500f,0.05,16.77,462
30-0.02-16c,16c-500f,0.05,17.09,462
30-0.02-16c,16c-500f,0.07,16.51,462
30-0.02-16c,16c-500f,0.03,16.22,462
