test,approach,tfft,totaltime,comp
30-0.02-16c,16c-1000f,0.06,16.21,462
30-0.02-16c,16c-1000f,0.05,16.30,462
30-0.02-16c,16c-1000f,0.05,16.60,462
30-0.02-16c,16c-1000f,0.05,16.25,462
30-0.02-16c,16c-1000f,0.06,16.67,462
30-0.02-16c,16c-1000f,0.06,16.51,462
30-0.02-16c,16c-1000f,0.06,16.42,462
30-0.02-16c,16c-1000f,0.08,16.46,462
30-0.02-16c,16c-1000f,0.09,16.42,462
30-0.02-16c,16c-1000f,0.06,16.98,462
