test,approach,tfft,totaltime,comp
30-0.02-4c,4c-1000f,0.31,18.50,462
30-0.02-4c,4c-1000f,0.11,18.51,462
30-0.02-4c,4c-1000f,0.15,18.61,462
30-0.02-4c,4c-1000f,0.20,18.66,462
30-0.02-4c,4c-1000f,0.28,18.70,462
30-0.02-4c,4c-1000f,0.25,18.73,462
30-0.02-4c,4c-1000f,0.12,18.08,462
30-0.02-4c,4c-1000f,0.14,18.43,462
30-0.02-4c,4c-1000f,0.15,18.36,462
30-0.02-4c,4c-1000f,0.14,18.30,462
