test,approach,tfft,totaltime,comp
30-0.02-8c,8c-200f,0.02,16.58,462
30-0.02-8c,8c-200f,0.02,16.56,462
30-0.02-8c,8c-200f,0.03,16.46,462
30-0.02-8c,8c-200f,0.03,16.51,462
30-0.02-8c,8c-200f,0.04,16.27,462
30-0.02-8c,8c-200f,0.03,16.27,462
30-0.02-8c,8c-200f,0.02,16.30,462
30-0.02-8c,8c-200f,0.03,16.17,462
30-0.02-8c,8c-200f,0.03,16.07,462
30-0.02-8c,8c-200f,0.03,16.62,462
