test,approach,tfft,totaltime,comp
30-0.02-8c,8c-2000f,0.12,17.28,462
30-0.02-8c,8c-2000f,0.12,17.01,462
30-0.02-8c,8c-2000f,0.14,17.63,462
30-0.02-8c,8c-2000f,0.13,16.86,462
30-0.02-8c,8c-2000f,0.22,18.06,462
30-0.02-8c,8c-2000f,0.12,16.99,462
30-0.02-8c,8c-2000f,0.21,17.01,462
30-0.02-8c,8c-2000f,0.12,17.29,462
30-0.02-8c,8c-2000f,0.19,16.60,462
30-0.02-8c,8c-2000f,0.20,17.48,462
