test,approach,tfft,totaltime,mrt,checks,alerts
15-0.03-1c,1c-0f,402719444,25088.9,13819630440,4356839,50655
15-0.03-1c,1c-5f,1674829438,8290.58,11232499454,4356839,50655
15-0.03-1c,1c-10f,1746900607,4349.23,11528899489,4356839,50655
15-0.03-1c,1c-100f,1975656864,2326.62,33825387283,4356839,50655
15-0.03-1c,1c-250f,2128059001,2334.81,124363127054,4356839,50655
15-0.03-1c,1c-500f,2718047873,2624.06,221528983235,4356839,50655
15-0.03-1c,1c-1000f,3943039410,4328.13,502113309837,4356839,50655
15-0.03-1c,1c-2000f,6989237290,4825.02,937851543356,4356839,50655
15-0.03-1c,1c-5000f,13012131024,6247.25,2830821442259,4356839,50655
15-0.03-1c,1c-10000f,17429816004,10873.22,4957815883984,4356839,50655
