test,approach,tfft,totaltime,comp
30-0.02-16c,16c-10f,0.03,25.73,462
30-0.02-16c,16c-10f,0.03,24.82,462
30-0.02-16c,16c-10f,0.03,26.32,462
30-0.02-16c,16c-10f,0.03,24.71,462
30-0.02-16c,16c-10f,0.03,25.64,462
30-0.02-16c,16c-10f,0.03,25.09,462
30-0.02-16c,16c-10f,0.03,24.78,462
30-0.02-16c,16c-10f,0.03,25.27,462
30-0.02-16c,16c-10f,0.03,25.33,462
30-0.02-16c,16c-10f,0.04,24.80,462
