test,approach,tfft,totaltime,comp
30-0.02-1c,1c-40f,0.32,18.86,462
30-0.02-1c,1c-40f,0.30,18.53,462
30-0.02-1c,1c-40f,0.31,19.63,462
30-0.02-1c,1c-40f,0.29,18.43,462
30-0.02-1c,1c-40f,0.26,18.33,462
30-0.02-1c,1c-40f,0.33,18.07,462
30-0.02-1c,1c-40f,0.31,18.16,462
30-0.02-1c,1c-40f,0.29,19.92,462
30-0.02-1c,1c-40f,0.29,18.79,462
30-0.02-1c,1c-40f,0.32,19.28,462
