test,approach,tfft,totaltime,comp
30-0.02-8c,8c-500f,0.04,16.45,462
30-0.02-8c,8c-500f,0.05,16.72,462
30-0.02-8c,8c-500f,0.05,17.03,462
30-0.02-8c,8c-500f,0.03,16.50,462
30-0.02-8c,8c-500f,0.04,16.74,462
30-0.02-8c,8c-500f,0.06,16.84,462
30-0.02-8c,8c-500f,0.04,16.41,462
30-0.02-8c,8c-500f,0.03,16.50,462
30-0.02-8c,8c-500f,0.03,16.40,462
30-0.02-8c,8c-500f,0.05,16.59,462
