test,approach,tfft,totaltime,comp
30-0.02-4c,4c-200f,0.04,16.86,462
30-0.02-4c,4c-200f,0.04,16.61,462
30-0.02-4c,4c-200f,0.04,16.47,462
30-0.02-4c,4c-200f,0.04,16.89,462
30-0.02-4c,4c-200f,0.05,16.67,462
30-0.02-4c,4c-200f,0.04,17.39,462
30-0.02-4c,4c-200f,0.04,16.72,462
30-0.02-4c,4c-200f,0.03,16.58,462
30-0.02-4c,4c-200f,0.05,16.62,462
30-0.02-4c,4c-200f,0.04,16.62,462
