test,approach,tfft,totaltime,comp
30-0.02-4c,4c-2f,0.06,113.75,462
30-0.02-4c,4c-2f,0.06,116.64,462
30-0.02-4c,4c-2f,0.10,116.81,462
30-0.02-4c,4c-2f,0.06,122.20,462
30-0.02-4c,4c-2f,0.06,120.88,462
30-0.02-4c,4c-2f,0.07,119.03,462
30-0.02-4c,4c-2f,0.06,128.07,462
30-0.02-4c,4c-2f,0.06,120.26,462
30-0.02-4c,4c-2f,0.05,119.97,462
30-0.02-4c,4c-2f,0.06,123.98,462
