test,approach,tfft,totaltime,mrt,checks,alerts
7-0.03-1c,1c-40f,2144021904,1102.33,18133673312,1939026,26485
7-0.03-2c,2c-40f,1370940931,1101.76,18199339797,1939026,26485
7-0.03-4c,4c-40f,1372376661,1014.3,17211392388,1939026,26485
7-0.03-8c,8c-40f,903486662,991.58,15265628088,1939026,26485
7-0.03-16c,16c-40f,873596367,1008.69,17840344778,1939026,26485
