test,approach,tfft,totaltime,comp
30-0.02-4c,4c-40f,0.04,17.33,462
30-0.02-4c,4c-40f,0.03,16.98,462
30-0.02-4c,4c-40f,0.02,17.54,462
30-0.02-4c,4c-40f,0.04,18.11,462
30-0.02-4c,4c-40f,0.03,17.53,462
30-0.02-4c,4c-40f,0.02,17.85,462
30-0.02-4c,4c-40f,0.06,17.49,462
30-0.02-4c,4c-40f,0.02,17.73,462
30-0.02-4c,4c-40f,0.03,17.58,462
30-0.02-4c,4c-40f,0.02,17.49,462
