test,approach,tfft,totaltime,comp
30-0.02-4c,4c-5f,0.03,43.83,462
30-0.02-4c,4c-5f,0.03,41.39,462
30-0.02-4c,4c-5f,0.04,42.41,462
30-0.02-4c,4c-5f,0.03,41.38,462
30-0.02-4c,4c-5f,0.03,41.53,462
30-0.02-4c,4c-5f,0.04,42.67,462
30-0.02-4c,4c-5f,0.03,43.30,462
30-0.02-4c,4c-5f,0.04,42.38,462
30-0.02-4c,4c-5f,0.03,41.57,462
30-0.02-4c,4c-5f,0.03,41.79,462
