test,approach,answer,time
30-0.02-16c,16c-20f,1,0.02
30-0.02-16c,16c-20f,2,0.03
30-0.02-16c,16c-20f,3,0.03
30-0.02-16c,16c-20f,4,0.03
30-0.02-16c,16c-20f,5,0.04
30-0.02-16c,16c-20f,6,0.04
30-0.02-16c,16c-20f,7,0.05
30-0.02-16c,16c-20f,8,0.05
30-0.02-16c,16c-20f,9,0.06
30-0.02-16c,16c-20f,10,0.06
30-0.02-16c,16c-20f,11,0.08
30-0.02-16c,16c-20f,12,0.09
30-0.02-16c,16c-20f,13,0.1
30-0.02-16c,16c-20f,14,0.11
30-0.02-16c,16c-20f,15,0.13
30-0.02-16c,16c-20f,16,0.17
30-0.02-16c,16c-20f,17,0.42
30-0.02-16c,16c-20f,18,0.46
30-0.02-16c,16c-20f,19,0.5
30-0.02-16c,16c-20f,20,0.54
30-0.02-16c,16c-20f,21,0.57
30-0.02-16c,16c-20f,22,0.62
30-0.02-16c,16c-20f,23,0.72
30-0.02-16c,16c-20f,24,0.75
30-0.02-16c,16c-20f,25,0.8
30-0.02-16c,16c-20f,26,0.81
30-0.02-16c,16c-20f,27,0.83
30-0.02-16c,16c-20f,28,0.85
30-0.02-16c,16c-20f,29,0.88
30-0.02-16c,16c-20f,30,0.89
30-0.02-16c,16c-20f,31,0.92
30-0.02-16c,16c-20f,32,0.93
30-0.02-16c,16c-20f,33,0.94
30-0.02-16c,16c-20f,34,0.96
30-0.02-16c,16c-20f,35,0.99
30-0.02-16c,16c-20f,36,1.03
30-0.02-16c,16c-20f,37,1.05
30-0.02-16c,16c-20f,38,1.06
30-0.02-16c,16c-20f,39,1.09
30-0.02-16c,16c-20f,40,1.12
30-0.02-16c,16c-20f,41,1.14
30-0.02-16c,16c-20f,42,1.18
30-0.02-16c,16c-20f,43,1.22
30-0.02-16c,16c-20f,44,1.28
30-0.02-16c,16c-20f,45,1.32
30-0.02-16c,16c-20f,46,1.39
30-0.02-16c,16c-20f,47,1.45
30-0.02-16c,16c-20f,48,1.51
30-0.02-16c,16c-20f,49,1.59
30-0.02-16c,16c-20f,50,1.68
30-0.02-16c,16c-20f,51,1.73
30-0.02-16c,16c-20f,52,1.78
30-0.02-16c,16c-20f,53,1.81
30-0.02-16c,16c-20f,54,1.87
30-0.02-16c,16c-20f,55,2.07
30-0.02-16c,16c-20f,56,2.11
30-0.02-16c,16c-20f,57,2.15
30-0.02-16c,16c-20f,58,2.18
30-0.02-16c,16c-20f,59,2.22
30-0.02-16c,16c-20f,60,2.26
30-0.02-16c,16c-20f,61,2.29
30-0.02-16c,16c-20f,62,2.32
30-0.02-16c,16c-20f,63,2.37
30-0.02-16c,16c-20f,64,2.4
30-0.02-16c,16c-20f,65,2.44
30-0.02-16c,16c-20f,66,2.46
30-0.02-16c,16c-20f,67,2.49
