test,approach,tfft,totaltime,comp
30-0.02-1c,1c-1f,0.01,18.01,462
30-0.02-1c,1c-2f,0.02,13.38,462
30-0.02-1c,1c-4f,0.01,11.72,462
30-0.02-1c,1c-8f,0.01,9.14,462
30-0.02-1c,1c-16f,0.02,8.07,462
