test,approach,tfft,totaltime,mrt,checks,alerts
7-0.03-1c,1c-200f,2798824238,978.3,59205816093,1939026,26485
7-0.03-2c,2c-200f,2315022896,966.43,56351316005,1939026,26485
7-0.03-4c,4c-200f,1538293463,900.46,42348671751,1939026,26485
7-0.03-8c,8c-200f,932561525,880.39,57869042607,1939026,26485
7-0.03-16c,16c-200f,888393211,879.0,59826533116,1939026,26485
