test,approach,tfft,totaltime,mrt,comp
30-0.02-16c,16c-1f,3.6,641.07,7643668,462
30-0.02-16c,16c-40f,3.48,641.31,6051381,462
30-0.02-16c,16c-2000f,3.47,637.71,6523344,462
