test,approach,tfft,totaltime,comp
30-0.02-2c,2c-1000f,1.14,21.74,462
30-0.02-2c,2c-1000f,0.87,21.03,462
30-0.02-2c,2c-1000f,0.99,21.14,462
30-0.02-2c,2c-1000f,0.81,20.94,462
30-0.02-2c,2c-1000f,0.71,21.50,462
30-0.02-2c,2c-1000f,0.77,20.75,462
30-0.02-2c,2c-1000f,0.82,21.66,462
30-0.02-2c,2c-1000f,0.62,21.04,462
30-0.02-2c,2c-1000f,0.58,21.26,462
30-0.02-2c,2c-1000f,0.47,22.38,462
