test,approach,tfft,totaltime,comp
30-0.02-16c,16c-20f,0.02,19.19,462
30-0.02-16c,16c-20f,0.02,19.74,462
30-0.02-16c,16c-20f,0.02,19.16,462
30-0.02-16c,16c-20f,0.03,19.33,462
30-0.02-16c,16c-20f,0.02,19.41,462
30-0.02-16c,16c-20f,0.03,19.17,462
30-0.02-16c,16c-20f,0.02,19.32,462
30-0.02-16c,16c-20f,0.02,19.17,462
30-0.02-16c,16c-20f,0.03,19.49,462
30-0.02-16c,16c-20f,0.03,19.52,462
