test,approach,tfft,totaltime,mrt,checks,alerts
60-0.02-2c,2c-0f,330495701,441.92,13679736470,78744,1792
60-0.02-2c,2c-1f,25253411,399.19,24391415011,78744,1792
60-0.02-2c,2c-2f,22975694,217.45,13117407359,78744,1792
60-0.02-2c,2c-5f,24935470,73.05,7221676606,78744,1792
60-0.02-2c,2c-10f,20697614,49.26,8883635719,78744,1792
60-0.02-2c,2c-20f,26263069,40.08,14265872409,78744,1792
60-0.02-2c,2c-40f,42041690,37.12,17502378303,78744,1792
60-0.02-2c,2c-100f,43340958,36.09,17165019117,78744,1792
60-0.02-2c,2c-200f,29795149,36.93,17840971030,78744,1792
60-0.02-2c,2c-500f,24418494,37.37,18099680864,78744,1792
60-0.02-2c,2c-1000f,34382333,40.27,19744634300,78744,1792
60-0.02-2c,2c-2000f,44857341,44.14,21967049688,78744,1792
