test,approach,tfft,totaltime,comp
30-0.02-16c,16c-200f,0.03,16.49,462
30-0.02-16c,16c-200f,0.03,16.86,462
30-0.02-16c,16c-200f,0.03,17.04,462
30-0.02-16c,16c-200f,0.02,16.22,462
30-0.02-16c,16c-200f,0.03,16.17,462
30-0.02-16c,16c-200f,0.03,16.19,462
30-0.02-16c,16c-200f,0.02,16.18,462
30-0.02-16c,16c-200f,0.02,16.35,462
30-0.02-16c,16c-200f,0.03,17.30,462
30-0.02-16c,16c-200f,0.02,16.96,462
