test,approach,tfft,totaltime,comp
30-0.02-2c,2c-500f,0.51,19.75,462
30-0.02-2c,2c-500f,0.51,19.42,462
30-0.02-2c,2c-500f,0.56,19.39,462
30-0.02-2c,2c-500f,0.54,19.60,462
30-0.02-2c,2c-500f,0.52,20.18,462
30-0.02-2c,2c-500f,0.50,19.57,462
30-0.02-2c,2c-500f,0.56,19.40,462
30-0.02-2c,2c-500f,0.65,19.58,462
30-0.02-2c,2c-500f,0.53,19.55,462
30-0.02-2c,2c-500f,0.64,20.34,462
