test,approach,tfft,totaltime,mrt,comp
30-0.02-16c,16c-5f,0.03,41.98,4.198000,462
30-0.02-16c,16c-10f,0.03,25.25,3.198000,462
30-0.02-16c,16c-40f,0.03,17.32,1.198000,462
30-0.02-16c,16c-500f,0.04,16.57,0.498000,462
