test,approach,tfft,totaltime,comp
30-0.02-2c,2c-2000f,1.20,24.60,462
30-0.02-2c,2c-2000f,1.49,24.71,462
30-0.02-2c,2c-2000f,0.84,25.20,462
30-0.02-2c,2c-2000f,1.06,25.63,462
30-0.02-2c,2c-2000f,1.28,24.97,462
30-0.02-2c,2c-2000f,1.47,24.29,462
30-0.02-2c,2c-2000f,0.79,24.42,462
30-0.02-2c,2c-2000f,0.52,24.35,462
30-0.02-2c,2c-2000f,1.28,24.50,462
30-0.02-2c,2c-2000f,0.96,24.76,462
