test,approach,tfft,totaltime,comp
30-0.02-1c,1c-500f,1.45,20.45,462
30-0.02-1c,1c-500f,1.20,20.04,462
30-0.02-1c,1c-500f,1.33,20.18,462
30-0.02-1c,1c-500f,1.45,20.57,462
30-0.02-1c,1c-500f,1.13,20.68,462
30-0.02-1c,1c-500f,1.40,20.09,462
30-0.02-1c,1c-500f,1.08,20.74,462
30-0.02-1c,1c-500f,1.23,20.83,462
30-0.02-1c,1c-500f,1.41,20.32,462
30-0.02-1c,1c-500f,1.13,21.13,462
