test,approach,tfft,totaltime,mrt,comp
30-0.02-1c,1c-40f,3.47,638.15,6105514,462
30-0.02-4c,4c-40f,3.48,641.74,6191202,462
30-0.02-16c,16c-40f,3.48,641.31,6051381,462
