test,approach,tfft,totaltime,comp
30-0.02-16c,16c-2f,0.05,118.09,462
30-0.02-16c,16c-2f,0.04,119.66,462
30-0.02-16c,16c-2f,0.05,117.49,462
30-0.02-16c,16c-2f,0.06,116.74,462
30-0.02-16c,16c-2f,0.05,117.11,462
30-0.02-16c,16c-2f,0.05,117.12,462
30-0.02-16c,16c-2f,0.04,118.89,462
30-0.02-16c,16c-2f,0.07,119.95,462
30-0.02-16c,16c-2f,0.04,118.94,462
30-0.02-16c,16c-2f,0.05,120.98,462
