test,approach,tfft,totaltime,comp
30-0.02-16c,16c-1f,0.05,204.67,462
30-0.02-16c,16c-1f,0.05,206.11,462
30-0.02-16c,16c-1f,0.06,209.39,462
30-0.02-16c,16c-1f,0.06,200.76,462
30-0.02-16c,16c-1f,0.06,208.37,462
30-0.02-16c,16c-1f,0.07,206.70,462
30-0.02-16c,16c-1f,0.05,204.19,462
30-0.02-16c,16c-1f,0.06,207.90,462
30-0.02-16c,16c-1f,0.06,196.80,462
30-0.02-16c,16c-1f,0.05,200.75,462
