test,approach,tfft,totaltime,mrt,checks,alerts
15-0.03-4c,4c-0f,402719444,25088.9,13819630440,4356839,50655
15-0.03-4c,4c-5f,1014863987,8666.52,11682747951,4356839,50655
15-0.03-4c,4c-10f,912916357,4225.05,10186451744,4356839,50655
15-0.03-4c,4c-100f,886049068,1999.85,29296832130,4356839,50655
15-0.03-4c,4c-250f,936075330,1939.12,91276231935,4356839,50655
15-0.03-4c,4c-500f,965259746,1939.55,134266846912,4356839,50655
15-0.03-4c,4c-1000f,1460144803,1982.37,267383635833,4356839,50655
15-0.03-4c,4c-2000f,1427050834,2152.12,618774552869,4356839,50655
15-0.03-4c,4c-5000f,2332235098,2661.36,1422888227409,4356839,50655
15-0.03-4c,4c-10000f,2845556702,3471.16,2025709661196,4356839,50655
