test,approach,tfft,totaltime,mrt,comp
30-0.02-4c,4c-1f,3.48,641.45,7571710,462
30-0.02-4c,4c-40f,3.48,641.74,6191202,462
30-0.02-4c,4c-2000f,3.49,638.4,6449489,462
