test,approach,tfft,totaltime,mrt,comp
30-0.02-16c,16c-10f,0.02,25.52,9027073798,462
30-0.02-16c,16c-10f,0.02,24.39,8786036721,462
30-0.02-16c,16c-10f,0.02,24.86,8886909681,462
30-0.02-16c,16c-10f,0.02,25.31,9296183018,462
30-0.02-16c,16c-10f,0.02,25.45,9006574264,462
30-0.02-16c,16c-10f,0.02,25.0,8821919116,462
30-0.02-16c,16c-10f,0.03,24.37,8806916315,462
30-0.02-16c,16c-10f,0.02,24.61,8840738340,462
30-0.02-16c,16c-10f,0.02,24.51,8889954242,462
