test,approach,tfft,totaltime,comp
30-0.02-8c,8c-40f,0.03,17.45,462
30-0.02-8c,8c-40f,0.02,17.70,462
30-0.02-8c,8c-40f,0.02,17.73,462
30-0.02-8c,8c-40f,0.02,17.37,462
30-0.02-8c,8c-40f,0.02,17.69,462
30-0.02-8c,8c-40f,0.02,17.15,462
30-0.02-8c,8c-40f,0.02,17.62,462
30-0.02-8c,8c-40f,0.04,17.22,462
30-0.02-8c,8c-40f,0.02,17.35,462
30-0.02-8c,8c-40f,0.03,17.21,462
