test,approach,tfft,totaltime,comp
30-0.02,1c-1f,0.02,34.22,462
30-0.02,1c-2f,0.01,25.14,462
30-0.02,1c-4f,0.01,18.18,462
30-0.02,1c-16f,0.01,13.74,462
