test,approach,tfft,totaltime,mrt,comp
30-0.02-1c,1c-5f,0.14,36.74,7772287199,462
30-0.02-1c,1c-5f,0.15,36.78,7759646758,462
30-0.02-1c,1c-5f,0.11,37.25,8163387932,462
30-0.02-1c,1c-5f,0.13,38.69,8312228770,462
30-0.02-1c,1c-5f,0.22,36.21,7665163506,462
30-0.02-1c,1c-5f,0.18,35.88,7670675363,462
30-0.02-1c,1c-5f,0.14,36.61,7965030331,462
30-0.02-1c,1c-5f,0.21,36.54,7725639289,462
30-0.02-1c,1c-5f,0.11,37.03,7822945972,462
30-0.02-1c,1c-5f,0.22,40.37,8391363310,462
